ID,Price,Security_deposit,Cleaning_fee,Extra_people_price,accommodates,review_accuracy,review_cleanliness,review_checkin,review_communication,review_location,review_value,reviews_per_month,latitude,longitude,property_type,room_type,bathrooms,bedrooms,beds,bed_type,amentities_2,allston.nhbr,back_bay.nhbr,beacon_hill.nhbr,brighton.nhbr,dorchester.nhbr,downtown.nhbr,east_boston.nhbr,fenway.nhbr,jamica_plain.nhbr,south_boston.nhbr,south_end.nhbr,nhbr.others,cancellation_strict,cancellation_moderate,cancellation_flexible,instant_bookable
12580274,$65.00 ,$100.00 ,$10.00 ,$0.00 ,1,9,10,10,10,9,9,9.05,42.37664361,-71.03147889,Apartment,Private room,1,1,1,Futon,"['Wireless Internet', 'Air Conditioning', 'Pets live on this property', 'Dog(s)', 'Hot Tub', 'Indoor Fireplace', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12585455,$175.00 ,$350.00 ,$50.00 ,$25.00 ,4,10,10,10,10,10,9,8.12,42.3653753,-71.05716529,Townhouse,Private room,1.5,1,4,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Hot Tub', 'Indoor Fireplace', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12592117,$299.00 ,$99.00 ,$60.00 ,$45.00 ,8,9,9,10,10,10,9,4.85,42.34259189,-71.10111718,Apartment,Entire home/apt,1,2,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12593225,$31.00 ,$500.00 ,$50.00 ,$0.00 ,1,10,9,10,10,9,10,2,42.28445697,-71.07419502,Apartment,Private room,1,1,1,Airbed,"['Wireless Internet', 'Kitchen', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Hangers', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12593869,$31.00 ,$500.00 ,$50.00 ,$0.00 ,1,8,10,10,10,6,8,0.78,42.28482106,-71.0731506,Apartment,Private room,1,1,1,Airbed,"['Wireless Internet', 'Kitchen', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Lock on Bedroom Door', 'Hangers', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12618291,$300.00 ,$500.00 ,$75.00 ,$0.00 ,6,9,10,10,10,10,10,1.41,42.28075654,-71.15321436,House,Entire home/apt,1.5,5,5,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Free Parking on Premises', 'Gym', 'Family/Kid Friendly', 'Suitable for Events', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12652181,$210.00 ,$200.00 ,$200.00 ,$200.00 ,4,10,9,9,9,10,10,0.6,42.34298008,-71.09438435,Apartment,Entire home/apt,1,1,2,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Breakfast', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12708781,$223.00 ,$600.00 ,$115.00 ,$25.00 ,9,10,10,10,10,9,10,3.56,42.28909024,-71.16785456,House,Entire home/apt,1.5,3,5,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12756776,$236.00 ,$250.00 ,$100.00 ,$50.00 ,8,9,8,9,10,8,8,2.83,42.32559243,-71.09739571,Apartment,Entire home/apt,1,3,4,Real Bed,"['TV', 'Air Conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12761363,$40.00 ,$100.00 ,$5.00 ,$0.00 ,1,10,9,10,9,10,9,0.46,42.34648098,-71.13848572,Apartment,Shared room,1,1,1,Airbed,"['Internet', 'Wireless Internet', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Laptop Friendly Workspace']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12784064,$225.00 ,$500.00 ,$140.00 ,$10.00 ,6,9,10,10,10,10,9,3.98,42.3646728,-71.05575618,Condominium,Entire home/apt,1,2,4,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12789527,$100.00 ,$500.00 ,$9.00 ,$0.00 ,2,10,10,10,10,10,10,1,42.31218843,-71.10566184,Apartment,Private room,1,1,1,Real Bed,"['TV', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Breakfast', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Hangers', 'Hair Dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12815192,$175.00 ,$500.00 ,$160.00 ,$0.00 ,2,9,9,9,10,10,9,1.21,42.35883104,-71.06185489,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Doorman', 'Pets live on this property', 'Elevator in Building', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Shampoo', 'Hangers', 'Hair Dryer', 'Laptop Friendly Workspace']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12843196,$350.00 ,$500.00 ,$75.00 ,$25.00 ,8,9,9,10,10,10,8,0.92,42.36543143,-71.05735141,Apartment,Entire home/apt,1.5,1,5,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Breakfast', 'Hot Tub', 'Indoor Fireplace', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12897110,$176.00 ,$500.00 ,$75.00 ,$20.00 ,4,10,9,10,10,10,9,3.33,42.34448567,-71.0807626,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Wheelchair Accessible', 'Kitchen', 'Breakfast', 'Elevator in Building', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12904318,$55.00 ,$150.00 ,$30.00 ,$10.00 ,1,10,8,10,10,10,8,1,42.28358415,-71.06695111,Apartment,Private room,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', '24-Hour Check-in', 'Hangers', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12915510,$229.00 ,$500.00 ,$100.00 ,$50.00 ,7,10,10,10,10,10,10,1.28,42.37637565,-71.04845935,Boat,Private room,1,1,5,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Smoking Allowed', 'Pets Allowed', 'Pets live on this property', 'Dog(s)', 'Suitable for Events', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', '24-Hour Check-in', 'Hair Dryer', 'Iron']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12927298,$285.00 ,$500.00 ,$125.00 ,$25.00 ,7,10,10,10,10,8,6,1.15,42.29061656,-71.13273461,House,Entire home/apt,2,3,3,Real Bed,"['TV', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets Allowed', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', '24-Hour Check-in', 'Hangers']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12932001,$300.00 ,$500.00 ,$50.00 ,$0.00 ,6,10,10,10,10,10,10,1.3,42.31406332,-71.10544008,House,Entire home/apt,1.5,3,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12953937,$196.00 ,$200.00 ,$90.00 ,$0.00 ,2,10,10,10,10,10,10,3.61,42.3476909,-71.07338204,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Indoor Fireplace', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12957423,$159.00 ,$500.00 ,$75.00 ,$30.00 ,3,10,10,10,10,10,9,10.19,42.3639614,-71.05462384,Apartment,Entire home/apt,1,1,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
12971329,$55.00 ,$120.00 ,$25.00 ,$7.00 ,2,10,8,10,10,10,10,0.83,42.28366551,-71.06832234,Apartment,Private room,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Indoor Fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12979965,$125.00 ,$180.00 ,$50.00 ,$69.00 ,2,9,10,9,9,9,9,0.84,42.3383166,-71.07690856,Condominium,Private room,1.5,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Heating', 'Family/Kid Friendly', 'Suitable for Events', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12987348,$375.00 ,$100.00 ,$80.00 ,$0.00 ,6,10,10,10,10,10,10,8.3,42.357376,-71.05350943,Apartment,Entire home/apt,2,2,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Elevator in Building', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13000520,$80.00 ,$100.00 ,$15.00 ,$20.00 ,2,10,10,10,10,8,10,2.41,42.32813376,-71.10714859,Condominium,Private room,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Breakfast', 'Hot Tub', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'First Aid Kit', 'Safety Card', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
13002808,$72.00 ,$100.00 ,$30.00 ,$0.00 ,2,10,10,10,10,10,9,3.61,42.34869537,-71.13325088,Apartment,Private room,1,1,1,Real Bed,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Elevator in Building', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop Friendly Workspace']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13004551,$259.00 ,$300.00 ,$95.00 ,$10.00 ,6,10,10,9,9,10,10,1.67,42.364223,-71.13069165,Condominium,Entire home/apt,2,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets Allowed', 'Doorman', 'Gym', 'Elevator in Building', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13005579,$310.00 ,$100.00 ,$80.00 ,$0.00 ,4,9,10,10,10,10,9,6.73,42.36523984,-71.05213405,Apartment,Entire home/apt,1,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13015353,$350.00 ,$500.00 ,$100.00 ,$0.00 ,3,10,7,10,9,9,9,1.87,42.35168134,-71.08706448,Condominium,Entire home/apt,1.5,1,1,Real Bed,"['TV', 'Air Conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Essentials', '24-Hour Check-in', 'Hangers', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13015653,$39.00 ,$100.00 ,$20.00 ,$20.00 ,1,10,10,9,10,10,9,4,42.3346569,-71.11345644,Apartment,Private room,1,1,1,Real Bed,"['Air Conditioning', 'Kitchen', 'Hot Tub', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', 'Hangers', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13017064,$179.00 ,$400.00 ,$95.00 ,$10.00 ,4,10,8,8,10,10,8,0.73,42.36426654,-71.13078915,Condominium,Entire home/apt,2,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Doorman', 'Gym', 'Elevator in Building', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13019695,$187.00 ,$100.00 ,$40.00 ,$0.00 ,4,10,10,10,10,10,9,6.77,42.34848106,-71.13623582,Apartment,Entire home/apt,1,2,2,Real Bed,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13024208,$179.00 ,$400.00 ,$95.00 ,$10.00 ,2,10,10,8,8,10,10,0.39,42.36424315,-71.13135873,Condominium,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets Allowed', 'Doorman', 'Gym', 'Elevator in Building', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13024385,$269.00 ,$400.00 ,$95.00 ,$10.00 ,4,10,10,10,10,10,10,0.36,42.35124444,-71.06197822,Loft,Entire home/apt,1,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
13046976,$145.00 ,$100.00 ,$35.00 ,$15.00 ,4,10,10,10,10,9,10,2.67,42.37913076,-71.03982748,Apartment,Entire home/apt,1,1,2,Real Bed,"['TV', 'Cable TV', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
13056513,$135.00 ,$500.00 ,$50.00 ,$20.00 ,4,10,10,10,10,9,10,3.27,42.35602451,-71.14814079,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Wheelchair Accessible', 'Pool', 'Kitchen', 'Free Parking on Premises', 'Pets Allowed', 'Elevator in Building', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13079659,$259.00 ,$400.00 ,$95.00 ,$10.00 ,4,10,10,10,10,9,9,0.98,42.35126667,-71.06190274,Loft,Entire home/apt,1,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Elevator in Building', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
13081090,$279.00 ,$400.00 ,$95.00 ,$10.00 ,4,10,10,10,10,10,10,1.88,42.35240177,-71.06346105,Loft,Entire home/apt,2,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
13083058,$120.00 ,$300.00 ,$75.00 ,$0.00 ,2,10,10,10,10,10,10,4.93,42.34645628,-71.10415928,Apartment,Entire home/apt,1,0,1,Real Bed,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Elevator in Building', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13107648,$120.00 ,$150.00 ,$25.00 ,$10.00 ,4,10,10,10,10,10,10,5.7,42.36666014,-71.05209407,House,Private room,1,1,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13110084,$220.00 ,$250.00 ,$75.00 ,$25.00 ,6,10,10,10,10,9,9,3.93,42.30595039,-71.10489325,Apartment,Entire home/apt,1,2,3,Real Bed,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
13140867,$200.00 ,$150.00 ,$75.00 ,$0.00 ,2,10,10,10,10,10,10,5.19,42.36617916,-71.05433136,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Iron']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13152370,$285.00 ,$300.00 ,$100.00 ,$45.00 ,6,9,9,9,9,10,9,4.92,42.35561391,-71.06282258,Apartment,Entire home/apt,1,2,3,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Elevator in Building', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13188046,$189.00 ,$100.00 ,$15.00 ,$0.00 ,3,10,10,10,10,10,10,3.16,42.33224719,-71.03865606,Condominium,Entire home/apt,1,1,1,Real Bed,"['TV', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', 'Hangers', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13190410,$299.00 ,$350.00 ,$120.00 ,$15.00 ,14,10,10,10,10,10,9,1.15,42.33962036,-71.05130744,Townhouse,Entire home/apt,2,5,8,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13216268,$500.00 ,$500.00 ,$160.00 ,$0.00 ,7,9,9,9,9,9,9,4,42.35364834,-71.06173784,Loft,Entire home/apt,3,3,3,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
13218392,$145.00 ,$95.00 ,$20.00 ,$20.00 ,2,9,8,10,10,10,9,1.25,42.34388019,-71.08399516,Apartment,Entire home/apt,1,0,1,Real Bed,"['Wireless Internet', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_50']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13236820,$59.00 ,$200.00 ,$30.00 ,$10.00 ,2,10,10,10,10,9,10,1.71,42.34827123,-71.13494337,Apartment,Private room,1,1,1,Real Bed,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
