ID,Price,Security_deposit,Cleaning_fee,Extra_people_price,accommodates,review_accuracy,review_cleanliness,review_checkin,review_communication,review_location,review_value,reviews_per_month,latitude,longitude,allston.nhbr,back_bay.nhbr,beacon_hill.nhbr,brighton.nhbr,dorchester.nhbr,downtown.nhbr,east_boston.nhbr,fenway.nhbr,jamica_plain.nhbr,south_boston.nhbr,south_end.nhbr,nhbr.others,cancellation_strict,cancellation_moderate,cancellation_flexible,instant_bookable,Wireless.Internet,X24.Hour.Check.in,Lock.on.Bedroom.Door,Laundry,Kitchen,Pets,Air.Conditioning,TV,Heating,Iron,Shampoo,Hair.Dryer,Buzzer.Wireless.Intercom,Free.Parking,prop_condo,prop_apartment,prop.other,prop_house,room.private_shared,room.entire_apt,bath.other,bath.two,bath.one,bedroom.other,bedroom.two,bedroom.one,bed.other,bed.two,bed.one,bedtype.other,bedtype.real
1544702,77,100,25,17,3,10,10,10,10,9,10,6.09,42.30944862,-71.04554952,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1
1545185,140,200,60,25,5,9,8,9,9,9,9,0.87,42.34839859,-71.1569625,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1
1550047,330,500,125,0,7,9,9,9,8,9,9,1.65,42.33832831,-71.08132466,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
1584362,63,100,25,17,3,10,10,10,10,9,10,6.48,42.31050176,-71.04811586,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1
1631942,125,250,60,0,2,10,10,10,10,10,9,0.62,42.31131397,-71.11617069,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
1701741,295,400,50,25,4,9,8,10,10,10,8,0.23,42.31008194,-71.1196777,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1704090,125,400,50,20,2,9,10,10,10,9,9,1.87,42.31643684,-71.10342312,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1721016,89,223,45,39,2,10,10,10,10,10,10,0.12,42.28606773,-71.1323625,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1724900,145,446,56,33,4,10,10,10,10,9,9,0.74,42.28290546,-71.13267674,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
1745339,195,300,60,0,2,9,10,9,10,10,9,0.76,42.36033453,-71.06692518,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1758953,200,100,50,0,2,9,10,10,10,10,9,2.73,42.36735877,-71.05565368,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
1815326,99,100,20,0,2,9,10,10,10,9,9,4.58,42.35508797,-71.16241976,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1
1885386,85,150,30,25,2,10,10,10,10,10,10,3.93,42.3088519,-71.11643176,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
1885825,80,150,30,25,3,10,10,10,10,9,10,3.27,42.30932886,-71.1176428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
1887507,100,100,15,10,2,9,9,10,9,9,9,1.22,42.34065579,-71.05116632,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
1887581,250,300,100,25,6,9,8,10,9,9,8,1.88,42.34098303,-71.05023468,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
1899770,125,220,40,0,2,10,10,10,10,10,9,0.68,42.3402452,-71.07663628,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
1929406,275,450,80,0,6,10,10,10,10,10,10,0.03,42.31274188,-71.1120145,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1
1944976,76,100,15,0,1,10,10,10,8,9,8,0.3,42.31160698,-71.04612722,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
1956275,168,350,69,19,6,9,9,9,9,9,9,2.3,42.30829329,-71.12399112,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
2014882,70,100,35,50,4,9,9,10,9,9,9,3.85,42.34126052,-71.15717343,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1
2021274,175,100,25,55,5,9,10,10,10,10,9,3.09,42.33381828,-71.033196,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
2021489,200,200,50,25,3,9,8,9,9,9,9,0.83,42.33323136,-71.04932744,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
2022303,250,500,100,50,4,10,10,10,10,10,10,2.6,42.341792,-71.05273626,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
2174476,189,100,40,25,4,9,9,10,10,10,9,2.66,42.34405745,-71.09806546,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
2174711,149,100,40,25,4,9,8,9,10,10,8,3.24,42.33938279,-71.10017235,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
2183058,175,200,95,0,4,10,10,10,10,10,10,2.4,42.36429253,-71.05452105,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2216767,179,300,30,0,2,10,10,10,10,10,10,1.74,42.35915042,-71.06792989,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2278704,69,100,25,0,2,9,9,10,10,7,9,2.79,42.28192336,-71.09514436,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
2301709,250,500,125,0,6,9,9,10,9,9,9,1.41,42.33726366,-71.07632732,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
2326445,195,250,60,0,2,10,10,10,10,10,9,1.8,42.34169589,-71.06889225,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
2360109,115,100,50,25,3,8,8,9,10,9,8,1.45,42.34270307,-71.09623777,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
2372987,164,500,100,0,2,9,10,9,9,9,9,1.26,42.3367125,-71.07545754,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2429961,170,500,125,10,3,9,9,9,9,10,9,0.61,42.3508605,-71.08099416,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2547075,150,500,125,10,2,10,9,9,9,10,9,0.68,42.35984897,-71.05779411,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
2547129,199,500,125,0,3,10,10,9,9,10,9,0.36,42.36277278,-71.05939337,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2549840,417,500,135,0,8,10,9,9,9,9,9,1.3,42.33711,-71.07713064,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
2621242,110,200,40,10,2,10,10,9,9,10,10,0.22,42.31842255,-71.10550531,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2634361,68,100,20,15,3,9,9,9,9,9,8,1.99,42.38911961,-71.00074121,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1
2634499,64,100,20,15,2,9,8,9,9,9,8,1.65,42.3845971,-71.00312329,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1
2657905,99,300,85,25,3,9,9,9,9,10,9,1.74,42.36484712,-71.05233441,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2658094,179,300,95,25,6,9,8,9,9,10,9,2.49,42.36665816,-71.0519285,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
2682662,200,500,100,0,2,9,10,9,9,10,9,0.96,42.3588715,-71.06992198,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
2683284,190,250,50,30,4,10,9,10,10,9,9,3.9,42.33807459,-71.07532867,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
2723274,250,300,75,0,2,10,10,10,10,10,10,0.37,42.34951621,-71.07101195,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
2747654,150,100,45,15,3,8,7,8,9,9,8,2.36,42.3503315,-71.06500312,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
2776391,235,500,135,10,4,10,10,9,10,10,9,1.33,42.36019425,-71.05588182,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
2798787,75,100,20,40,2,10,10,10,10,9,10,3.34,42.32451389,-71.1054062,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1
2810123,180,200,50,25,4,10,10,10,10,10,10,0.36,42.38037692,-71.06232447,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
2848239,250,300,60,20,3,10,10,10,10,9,9,1.38,42.35008236,-71.05978021,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2848330,295,300,60,30,4,9,9,9,9,8,8,1.36,42.34867607,-71.06124333,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
2848362,295,300,60,25,4,9,10,9,9,9,8,1.25,42.3481647,-71.05974391,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
2848370,185,200,60,25,3,9,10,9,9,9,9,1.53,42.34898804,-71.06049315,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2848393,375,400,120,40,8,10,10,10,10,10,10,0.33,42.34889347,-71.05996426,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
2862120,100,300,40,50,1,10,9,10,10,10,9,1.43,42.36020415,-71.06839984,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
2875267,175,250,25,0,2,10,10,10,10,10,10,5.77,42.30883694,-71.11935092,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
2931165,59,100,25,0,2,9,9,10,9,8,9,2.53,42.27950359,-71.09377488,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
2931271,169,200,75,25,8,9,8,9,9,8,8,1.04,42.28099795,-71.09409502,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1
2931870,79,100,25,25,3,9,9,9,10,8,9,1.71,42.27920777,-71.09527205,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1
2933661,85,100,60,30,2,9,8,9,9,8,8,0.55,42.30596576,-71.1087761,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
3006311,145,300,25,0,2,10,10,9,10,10,10,0.26,42.36546883,-71.05196445,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
3032367,135,275,25,15,2,10,10,10,10,10,9,1.58,42.36632685,-71.05434377,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
3060038,79,100,70,20,1,9,9,9,10,9,9,1.01,42.34736894,-71.13824564,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
3068453,133,100,45,15,3,9,8,8,9,9,8,2.71,42.35187963,-71.06418053,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
3075044,65,95,10,0,2,10,9,10,10,9,9,1.3,42.28624082,-71.13437396,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
3131519,72,100,20,15,2,10,9,10,10,9,9,0.29,42.37468901,-71.07443976,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
3181719,115,100,50,10,3,10,10,10,10,9,10,1.67,42.34857517,-71.15871821,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
3182652,350,300,120,50,5,10,9,8,9,9,9,0.18,42.35057185,-71.06422773,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
3193484,70,500,50,0,1,9,9,10,10,9,9,0.28,42.28818647,-71.06920795,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
3229255,95,250,35,0,3,10,10,10,10,10,10,2.07,42.28702561,-71.13353879,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
3250739,65,100,49,0,2,8,6,9,9,9,8,0.6,42.31797689,-71.05501438,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
3276286,190,500,80,20,6,9,9,10,10,9,9,1.53,42.31147167,-71.10529986,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
3289921,170,200,40,10,4,8,9,10,10,8,9,0.67,42.33519277,-71.07495094,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
3303860,65,100,49,0,2,8,5,10,10,7,6,0.15,42.31339235,-71.05665201,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
3343428,95,400,25,30,2,10,10,10,10,9,10,1.68,42.32953005,-71.09275135,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
3344639,50,200,20,35,2,10,9,10,10,9,9,3.18,42.32293006,-71.05777995,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
3371091,125,300,50,50,4,10,10,10,10,10,9,0.5,42.31874258,-71.11599746,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
3377100,245,200,80,25,2,10,10,10,10,10,10,2.24,42.3566927,-71.07297138,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
3415033,150,750,45,50,1,10,10,10,10,10,10,0.99,42.33932353,-71.05150317,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1
3415434,63,100,50,0,1,9,6,8,9,9,9,0.33,42.3204288,-71.05225173,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
3432321,220,350,85,0,2,10,9,10,10,10,9,3.1,42.35505875,-71.07073415,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
3520353,238,200,79,0,2,10,10,10,10,10,10,2.57,42.35779932,-71.06303531,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
3528826,239,200,75,50,4,10,10,10,10,10,10,4.09,42.35472247,-71.07524632,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
3539510,164,500,150,10,6,10,10,9,10,9,10,0.52,42.32328478,-71.05985845,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
3593290,325,300,90,0,5,10,10,10,10,10,10,0.35,42.30889797,-71.11868977,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1
3616081,114,200,45,36,3,10,10,10,10,10,10,5.08,42.31961969,-71.10482911,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
3628320,130,100,50,5,5,10,9,9,9,9,9,0.48,42.29745365,-71.05850363,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
3629014,88,200,45,34,5,10,10,10,10,10,10,2.13,42.31779833,-71.1040344,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
3656168,40,300,50,0,1,10,10,10,10,7,9,0.32,42.31793468,-71.07922631,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
3664031,180,150,80,25,4,9,9,9,10,10,9,1.72,42.36381373,-71.05159627,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
3677662,85,95,20,0,2,9,9,10,10,9,10,1.49,42.35572891,-71.13072245,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
3701108,100,200,50,0,2,10,10,10,10,9,9,0.35,42.34645247,-71.13489574,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
3721095,375,500,80,0,6,10,10,10,10,9,10,3.9,42.38134841,-71.06190761,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
3755609,78,500,25,0,1,9,9,10,10,9,9,0.87,42.2756372,-71.12480042,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
3765014,49,100,49,0,1,8,6,8,8,8,7,0.36,42.32001844,-71.05495674,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
3775876,125,200,60,0,2,10,9,9,8,8,8,0.4,42.30514213,-71.10732686,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
3783090,160,250,90,0,2,10,10,10,10,10,10,1.73,42.34496277,-71.10453311,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
3792147,89,179,29,0,1,9,10,10,10,9,9,2,42.33126133,-71.04614761,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
