ID,Price,Security_deposit,Cleaning_fee,Extra_people_price,accommodates,review_accuracy,review_cleanliness,review_checkin,review_communication,review_location,review_value,reviews_per_month,latitude,longitude,allston.nhbr,back_bay.nhbr,beacon_hill.nhbr,brighton.nhbr,dorchester.nhbr,downtown.nhbr,east_boston.nhbr,fenway.nhbr,jamica_plain.nhbr,south_boston.nhbr,south_end.nhbr,nhbr.others,cancellation_strict,cancellation_moderate,cancellation_flexible,instant_bookable,Wireless.Internet,X24.Hour.Check.in,Lock.on.Bedroom.Door,Laundry,Kitchen,Pets,Air.Conditioning,TV,Heating,Iron,Shampoo,Hair.Dryer,Buzzer.Wireless.Intercom,Free.Parking,prop_condo,prop_apartment,prop.other,prop_house,room.private_shared,room.entire_apt,bath.other,bath.two,bath.one,bedroom.other,bedroom.two,bedroom.one,bed.other,bed.two,bed.one,bedtype.other,bedtype.real
3870046,300,150,75,25,4,10,9,10,10,10,9,1.33,42.35009092,-71.08179656,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
3890373,225,150,50,0,4,10,10,10,10,10,10,3.42,42.35858437,-71.06549388,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
3905508,130,300,35,0,2,10,10,10,10,10,10,1.68,42.28801846,-71.11367911,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1
3917027,72,100,20,15,3,9,8,9,9,9,8,2.35,42.38468604,-71.00463999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1
3946215,40,100,14,0,1,10,10,10,10,9,10,4.57,42.32521458,-71.0586079,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
3953472,144,200,30,12,6,10,10,10,10,9,10,0.51,42.29160795,-71.06134784,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
3969526,255,100,80,30,4,10,10,10,10,9,9,4.59,42.33762737,-71.07394703,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
3974503,65,100,15,25,2,10,10,10,10,10,10,0.04,42.26653249,-71.10883175,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1
3977877,110,100,50,10,2,10,10,10,10,9,9,0.17,42.31762622,-71.10865424,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
3985462,199,300,80,0,3,10,10,10,10,10,10,5.01,42.35070333,-71.09069812,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
4015972,60,200,10,20,2,10,9,10,10,9,10,3.85,42.32161991,-71.10550968,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
4032126,40,100,50,0,1,9,9,9,10,9,9,0.37,42.3545958,-71.1281164,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
4032756,188,500,50,0,2,10,10,10,10,10,9,0.77,42.36057009,-71.06815774,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
4054079,94,200,20,0,2,10,10,10,10,10,9,2.74,42.31653899,-71.1043184,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1
4065578,200,200,50,0,3,10,9,10,9,10,9,2.81,42.34514083,-71.08102884,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
4080000,72,100,20,15,3,9,9,9,9,9,9,3.13,42.38661859,-71.00525682,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1
4080849,250,200,10,0,4,10,8,10,10,10,10,0.16,42.34398793,-71.08232026,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
4090224,225,200,60,15,10,10,10,10,10,9,10,7.53,42.33501761,-71.05488151,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1
4098410,107,200,60,30,2,9,8,9,9,8,8,0.84,42.30508831,-71.10735817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
4105704,135,200,30,0,2,10,10,10,10,10,10,4.46,42.3023644,-71.11490982,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1
4106372,260,300,50,20,7,10,10,10,10,9,9,2.06,42.35266233,-71.12624835,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
4119345,300,500,175,25,8,10,10,9,10,10,10,0.25,42.31161875,-71.10910186,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1
4178790,235,500,125,0,6,9,9,10,9,9,9,1.87,42.33745978,-71.07462415,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
4190704,220,95,40,20,3,9,9,9,9,9,8,3.43,42.35524342,-71.06120552,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
4216208,89,100,50,25,4,9,8,10,9,8,9,2.37,42.28090262,-71.08174417,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
4261781,250,450,135,35,2,9,10,10,9,9,9,0.68,42.33764799,-71.04500814,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
4261784,80,500,100,45,2,10,9,10,9,9,9,0.2,42.33685478,-71.04693754,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
4263736,125,400,25,30,2,10,10,10,10,9,10,3.65,42.32943011,-71.09307508,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
4275846,150,100,40,15,2,8,8,9,9,10,8,2.35,42.35122666,-71.06408081,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
4287989,175,500,100,35,2,10,9,9,10,9,9,0.49,42.3317907,-71.03818898,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
4294557,280,500,100,50,5,10,10,10,10,10,10,0.35,42.33813926,-71.07562682,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
4304969,159,500,75,50,4,10,10,10,10,10,10,5.85,42.36573322,-71.05535836,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
4315439,80,500,100,0,1,10,6,10,10,6,6,0.1,42.38921071,-71.00268252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
4339392,170,500,60,0,3,10,10,10,10,10,10,0.32,42.31403582,-71.10777893,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
4377247,259,200,50,0,3,10,10,10,10,10,10,1.48,42.35468546,-71.08154426,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
4405982,399,100,120,0,8,10,10,10,10,10,10,0.8,42.31807257,-71.11267006,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
4410142,200,400,60,0,3,10,8,10,10,10,9,0.83,42.34717118,-71.0712974,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
4431210,49,100,49,0,1,8,8,10,10,9,8,0.22,42.31803419,-71.05451145,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
4447430,300,750,125,0,6,10,10,10,10,10,10,0.81,42.31057857,-71.05507123,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
4456987,99,100,25,0,2,10,9,10,10,9,9,0.95,42.34851178,-71.16796813,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
4457943,86,200,20,0,2,10,10,10,10,9,10,2.02,42.31516062,-71.10606961,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1
4460532,92,400,25,30,1,10,10,10,10,9,10,3.5,42.32821308,-71.09265012,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
4479140,190,100,58,25,3,9,9,10,10,10,10,0.46,42.34598257,-71.0897166,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
4484747,49,100,45,0,1,8,6,8,10,8,6,0.22,42.31972479,-71.05446841,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
4484798,68,100,49,0,2,8,6,9,8,8,7,0.95,42.31846857,-71.05096301,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
4494419,59,100,49,0,1,8,6,10,10,9,6,0.09,42.31317862,-71.05637455,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
4527029,46,100,49,0,1,8,6,9,9,8,8,0.42,42.31226914,-71.05800591,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
4532603,229,300,95,0,4,10,10,10,10,10,10,0.63,42.35957556,-71.06706379,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
4553903,125,250,80,10,3,10,10,10,10,10,9,6.37,42.36561867,-71.05697669,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
4555637,81,400,25,0,1,10,10,10,10,9,9,1.82,42.32960717,-71.09340591,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
4558443,165,95,25,0,2,9,9,10,10,10,9,1,42.36686168,-71.05786188,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
4568116,135,350,25,30,2,10,10,10,10,9,9,7.41,42.32952729,-71.09198969,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
4573238,119,300,90,25,4,9,9,9,9,10,8,2.13,42.36388748,-71.05199169,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
4573388,139,300,95,25,4,9,9,9,9,10,9,2.39,42.36381158,-71.05342285,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
4573458,139,300,90,25,4,9,9,8,9,10,9,1.3,42.36395429,-71.0515869,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
4574921,300,125,80,20,6,9,8,9,9,9,9,3.77,42.35623161,-71.06067249,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
4577188,127,100,40,25,4,9,9,9,9,10,9,3,42.34715285,-71.09299047,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
4580825,129,300,95,0,4,9,9,9,9,10,9,2.89,42.3632182,-71.05144793,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
4588530,150,150,50,50,3,10,10,10,10,10,10,0.56,42.33745064,-71.07636722,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
4593974,39,300,50,0,1,10,10,10,10,8,10,0.51,42.31645798,-71.07951953,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
4632511,305,100,100,0,4,10,9,10,9,10,9,1.09,42.36114287,-71.06521324,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
4638356,85,150,10,27,2,10,10,10,10,9,9,6.56,42.37712966,-71.03673317,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1
4652263,250,500,100,0,3,10,8,10,10,10,8,1,42.33925093,-71.15959684,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
4687499,103,200,60,30,3,9,9,10,10,9,9,1.16,42.33000599,-71.11276647,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
4699828,160,100,150,0,6,10,10,10,10,9,9,1.78,42.25486441,-71.12736661,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
4787213,109,250,30,0,4,10,10,9,10,9,10,0.47,42.33185849,-71.11195581,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
4787233,200,600,80,40,4,10,9,10,10,10,10,0.41,42.34099239,-71.08019689,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
4793787,45,100,40,30,2,10,10,10,10,10,10,5.47,42.31751337,-71.05386354,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
4860853,225,500,75,0,2,8,9,8,8,9,8,1.17,42.3411334,-71.08001119,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
4861476,260,300,50,20,7,10,10,10,9,9,9,1.87,42.3543757,-71.12548069,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
4868653,95,500,30,50,1,10,10,10,10,9,9,0.65,42.38071368,-71.03300608,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
4879579,264,250,75,10,9,10,10,10,10,10,10,3.91,42.31792286,-71.05496606,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
4879702,99,400,75,25,3,10,10,10,10,10,10,1.39,42.34191419,-71.0808063,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
4922204,200,250,50,25,16,10,10,10,10,10,9,4.32,42.28214228,-71.12904915,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1
4924009,128,100,35,15,3,8,8,8,8,10,8,2.66,42.35177642,-71.06368057,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
4928894,160,100,30,50,2,10,10,9,9,10,10,0.55,42.33677696,-71.03816267,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
4934600,150,100,50,25,4,10,10,10,10,8,9,4.92,42.29536597,-71.05958006,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
4975581,168,200,120,0,6,9,10,10,10,9,9,2.57,42.32038119,-71.11270173,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
4995033,220,100,40,50,3,10,10,10,10,10,10,2.04,42.35974858,-71.06617818,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
5004278,175,250,25,0,2,10,10,10,10,10,10,1.83,42.33673999,-71.04212153,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
5019306,300,500,100,25,4,10,10,10,10,10,9,2.08,42.33483783,-71.02973677,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
5025015,175,500,40,0,5,9,8,9,10,8,9,5.39,42.32504873,-71.10629609,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
5058148,160,160,45,0,2,9,10,10,9,10,9,0.33,42.33569268,-71.07463211,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
5067019,150,100,100,0,2,10,10,10,10,10,10,0.16,42.34531492,-71.07496561,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
5074924,100,500,75,0,2,9,9,10,9,10,9,3.08,42.34237255,-71.07922266,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
5075267,100,500,75,0,2,8,9,9,9,10,8,1.98,42.34079542,-71.08070417,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
5078127,300,500,150,50,5,10,10,10,10,9,9,1.42,42.32782861,-71.05397737,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
5085125,70,100,20,20,2,9,9,10,10,9,9,6.1,42.35073176,-71.12771611,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
5124772,250,500,125,25,10,9,9,9,10,7,9,0.22,42.31867699,-71.10033307,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1
5163162,200,500,100,40,8,10,10,10,10,9,9,3.78,42.3330209,-71.05220255,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
5166870,180,95,80,20,4,10,10,10,10,9,10,1.66,42.30503422,-71.10333144,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
5267396,170,301,30,18,2,9,10,10,10,8,9,3.86,42.33163113,-71.09588698,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
5269216,300,500,125,0,6,9,10,10,9,9,9,2.35,42.33767173,-71.08033835,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
5293067,49,200,50,20,2,9,7,10,10,9,9,1.24,42.31263002,-71.10439934,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
5364137,70,350,40,0,2,9,9,10,10,9,9,2.74,42.38618711,-71.00461976,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
5371051,110,125,25,25,6,9,10,10,9,8,9,2.58,42.31338581,-71.06525544,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
5371687,249,300,100,0,4,10,10,10,10,10,10,1.51,42.35839047,-71.06209849,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
5384923,175,500,100,0,3,10,10,10,10,10,9,1.23,42.33775519,-71.04743668,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1
